"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6"
"6080",1,"[2016-10-06 14:20:00,2016-10-06 14:40:00)",0,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1014.2,1019.2,87,1.8,21.5,76,0,130,147,135,147,113,139
"6085",1,"[2016-10-06 14:40:00,2016-10-06 15:00:00)",0,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1014.2,1019.2,87,1.8,21.5,76,0,140,168,192,200,202,201
"6090",1,"[2016-10-06 15:00:00,2016-10-06 15:20:00)",0,224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1014.2,1019.2,87,1.8,21.5,76,0,140,168,192,200,202,201
"6095",1,"[2016-10-06 15:20:00,2016-10-06 15:40:00)",0,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1014.2,1019.2,87,1.8,21.5,76,0,140,168,192,200,202,201
"6100",1,"[2016-10-06 15:40:00,2016-10-06 16:00:00)",0,193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1014.2,1019.2,87,1.8,21.5,76,0,140,168,192,200,202,201
"6105",1,"[2016-10-06 16:00:00,2016-10-06 16:20:00)",0,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1014.2,1019.2,87,1.8,21.5,76,0,140,168,192,200,202,201
"6110",1,"[2016-10-06 16:20:00,2016-10-06 16:40:00)",0,211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1014.2,1019.2,87,1.8,21.5,76,0,140,168,192,200,202,201
"6115",1,"[2016-10-06 16:40:00,2016-10-06 17:00:00)",0,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1014.2,1019.2,87,1.8,21.5,76,0,201,224,209,193,201,211
"6120",1,"[2016-10-06 17:00:00,2016-10-06 17:20:00)",0,196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1012.8,1017.8,4,1.5,20.9,80,0,201,224,209,193,201,211
"6125",1,"[2016-10-06 17:20:00,2016-10-06 17:40:00)",0,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1012.8,1017.8,4,1.5,20.9,80,0,201,224,209,193,201,211
"6130",1,"[2016-10-06 17:40:00,2016-10-06 18:00:00)",0,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1012.8,1017.8,4,1.5,20.9,80,0,201,224,209,193,201,211
"6135",1,"[2016-10-06 18:00:00,2016-10-06 18:20:00)",0,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1012.8,1017.8,4,1.5,20.9,80,0,201,224,209,193,201,211
"6140",1,"[2016-10-06 18:20:00,2016-10-06 18:40:00)",0,130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1012.8,1017.8,4,1.5,20.9,80,0,201,224,209,193,201,211
"6145",1,"[2016-10-06 18:40:00,2016-10-06 19:00:00)",0,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1012.8,1017.8,4,1.5,20.9,80,0,170,196,163,154,157,130
"6150",1,"[2016-10-06 19:00:00,2016-10-06 19:20:00)",0,156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1012.8,1017.8,4,1.5,20.9,80,0,170,196,163,154,157,130
"6155",1,"[2016-10-06 19:20:00,2016-10-06 19:40:00)",0,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1012.8,1017.8,4,1.5,20.9,80,0,170,196,163,154,157,130
"6160",1,"[2016-10-06 19:40:00,2016-10-06 20:00:00)",0,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1012.8,1017.8,4,1.5,20.9,80,0,170,196,163,154,157,130
"6165",1,"[2016-10-06 20:00:00,2016-10-06 20:20:00)",0,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1012,1017,25,2.3,20.1,81,0,170,196,163,154,157,130
"6170",1,"[2016-10-06 20:20:00,2016-10-06 20:40:00)",0,126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1012,1017,25,2.3,20.1,81,0,170,196,163,154,157,130
"6175",1,"[2016-10-06 20:40:00,2016-10-06 21:00:00)",0,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1012,1017,25,2.3,20.1,81,0,140,156,140,133,145,126
"6180",1,"[2016-10-06 21:00:00,2016-10-06 21:20:00)",0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1012,1017,25,2.3,20.1,81,0,140,156,140,133,145,126
"6185",1,"[2016-10-06 21:20:00,2016-10-06 21:40:00)",0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1012,1017,25,2.3,20.1,81,0,140,156,140,133,145,126
"6190",1,"[2016-10-06 21:40:00,2016-10-06 22:00:00)",0,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1012,1017,25,2.3,20.1,81,0,140,156,140,133,145,126
"6194",1,"[2016-10-06 22:00:00,2016-10-06 22:20:00)",0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1012,1017,25,2.3,20.1,81,0,140,156,140,133,145,126
"6199",1,"[2016-10-06 22:20:00,2016-10-06 22:40:00)",0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1012,1017,25,2.3,20.1,81,0,140,156,140,133,145,126
"6204",1,"[2016-10-06 22:40:00,2016-10-06 23:00:00)",0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1012,1017,25,2.3,20.1,81,0,85,53,66,63,36,33
"6209",1,"[2016-10-06 23:00:00,2016-10-06 23:20:00)",0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1014.9,1019.9,56,4.1,23.1,81,0,85,53,66,63,36,33
"6214",1,"[2016-10-06 23:20:00,2016-10-06 23:40:00)",0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1014.9,1019.9,56,4.1,23.1,81,0,85,53,66,63,36,33
"6218",1,"[2016-10-06 23:40:00,2016-10-07 00:00:00)",0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1014.9,1019.9,56,4.1,23.1,81,0,85,53,66,63,36,33
"6222",1,"[2016-10-07 00:00:00,2016-10-07 00:20:00)",0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1012.5,1017.5,38,3.3,20.3,83,0,85,53,66,63,36,33
"6226",1,"[2016-10-07 00:20:00,2016-10-07 00:40:00)",0,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1012.5,1017.5,38,3.3,20.3,83,0,85,53,66,63,36,33
"6230",1,"[2016-10-07 00:40:00,2016-10-07 01:00:00)",0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1012.5,1017.5,38,3.3,20.3,83,0,22,9,26,25,17,15
"6234",1,"[2016-10-07 01:00:00,2016-10-07 01:20:00)",0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1012.5,1017.5,38,3.3,20.3,83,0,22,9,26,25,17,15
"6237",1,"[2016-10-07 01:20:00,2016-10-07 01:40:00)",0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1012.5,1017.5,38,3.3,20.3,83,0,22,9,26,25,17,15
"6241",1,"[2016-10-07 01:40:00,2016-10-07 02:00:00)",0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1012.5,1017.5,38,3.3,20.3,83,0,22,9,26,25,17,15
"6245",1,"[2016-10-07 02:00:00,2016-10-07 02:20:00)",0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3,22,9,26,25,17,15
"6249",1,"[2016-10-07 02:20:00,2016-10-07 02:40:00)",0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3,22,9,26,25,17,15
"6253",1,"[2016-10-07 02:40:00,2016-10-07 03:00:00)",0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010.9,1015.9,331,1.8,20.2,92,0.3,9,15,10,10,13,9
"6257",1,"[2016-10-07 03:00:00,2016-10-07 03:20:00)",0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3,9,15,10,10,13,9
"6261",1,"[2016-10-07 03:20:00,2016-10-07 03:40:00)",0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3,9,15,10,10,13,9
"6265",1,"[2016-10-07 03:40:00,2016-10-07 04:00:00)",0,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010.9,1015.9,331,1.8,20.2,92,0.3,9,15,10,10,13,9
"6269",1,"[2016-10-07 04:00:00,2016-10-07 04:20:00)",0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3,9,15,10,10,13,9
"6273",1,"[2016-10-07 04:20:00,2016-10-07 04:40:00)",0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3,9,15,10,10,13,9
"6277",1,"[2016-10-07 04:40:00,2016-10-07 05:00:00)",0,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010.9,1015.9,331,1.8,20.2,92,0.3,8,9,9,10,17,10
"6281",1,"[2016-10-07 05:00:00,2016-10-07 05:20:00)",0,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1009.1,1014.1,299,2.5,20,96,0,8,9,9,10,17,10
"6285",1,"[2016-10-07 05:20:00,2016-10-07 05:40:00)",0,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1009.1,1014.1,299,2.5,20,96,0,8,9,9,10,17,10
"6289",1,"[2016-10-07 05:40:00,2016-10-07 06:00:00)",0,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1009.1,1014.1,299,2.5,20,96,0,8,9,9,10,17,10
"6294",1,"[2016-10-07 06:00:00,2016-10-07 06:20:00)",0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1009.1,1014.1,299,2.5,20,96,0,8,9,9,10,17,10
"6299",1,"[2016-10-07 06:20:00,2016-10-07 06:40:00)",0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1009.1,1014.1,299,2.5,20,96,0,8,9,9,10,17,10
"6304",1,"[2016-10-07 06:40:00,2016-10-07 07:00:00)",0,79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1009.1,1014.1,299,2.5,20,96,0,17,11,20,27,40,53
"6309",1,"[2016-10-07 07:00:00,2016-10-07 07:20:00)",0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1009.1,1014.1,299,2.5,20,96,0,17,11,20,27,40,53
"6314",1,"[2016-10-07 07:20:00,2016-10-07 07:40:00)",0,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1009.1,1014.1,299,2.5,20,96,0,17,11,20,27,40,53
"6319",1,"[2016-10-07 07:40:00,2016-10-07 08:00:00)",0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1009.1,1014.1,299,2.5,20,96,0,17,11,20,27,40,53
"6324",1,"[2016-10-07 08:00:00,2016-10-07 08:20:00)",0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.7,1013.7,310,1.5,20.4,97,0,17,11,20,27,40,53
"6329",1,"[2016-10-07 08:20:00,2016-10-07 08:40:00)",0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.7,1013.7,310,1.5,20.4,97,0,17,11,20,27,40,53
"6334",1,"[2016-10-07 08:40:00,2016-10-07 09:00:00)",0,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.7,1013.7,310,1.5,20.4,97,0,79,94,112,92,110,122
"6339",1,"[2016-10-07 09:00:00,2016-10-07 09:20:00)",0,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.7,1013.7,310,1.5,20.4,97,0,79,94,112,92,110,122
"6344",1,"[2016-10-07 09:20:00,2016-10-07 09:40:00)",0,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.7,1013.7,310,1.5,20.4,97,0,79,94,112,92,110,122
"6349",1,"[2016-10-07 09:40:00,2016-10-07 10:00:00)",0,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.7,1013.7,310,1.5,20.4,97,0,79,94,112,92,110,122
"6354",1,"[2016-10-07 10:00:00,2016-10-07 10:20:00)",0,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.7,1013.7,310,1.5,20.4,97,0,79,94,112,92,110,122
"6359",1,"[2016-10-07 10:20:00,2016-10-07 10:40:00)",0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.7,1013.7,310,1.5,20.4,97,0,79,94,112,92,110,122
"6364",1,"[2016-10-07 10:40:00,2016-10-07 11:00:00)",0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.7,1013.7,310,1.5,20.4,97,0,113,147,155,148,151,119
"6369",1,"[2016-10-07 11:00:00,2016-10-07 11:20:00)",0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6,113,147,155,148,151,119
"6374",1,"[2016-10-07 11:20:00,2016-10-07 11:40:00)",0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6,113,147,155,148,151,119
"6379",1,"[2016-10-07 11:40:00,2016-10-07 12:00:00)",0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,319,1.8,20.7,98,0.6,113,147,155,148,151,119
"6384",1,"[2016-10-07 12:00:00,2016-10-07 12:20:00)",0,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6,113,147,155,148,151,119
"6389",1,"[2016-10-07 12:20:00,2016-10-07 12:40:00)",0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6,113,147,155,148,151,119
"6394",1,"[2016-10-07 12:40:00,2016-10-07 13:00:00)",0,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,319,1.8,20.7,98,0.6,153,130,122,115,150,101
"6399",1,"[2016-10-07 13:00:00,2016-10-07 13:20:00)",0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6,153,130,122,115,150,101
"6404",1,"[2016-10-07 13:20:00,2016-10-07 13:40:00)",0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6,153,130,122,115,150,101
"6409",1,"[2016-10-07 13:40:00,2016-10-07 14:00:00)",0,197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,319,1.8,20.7,98,0.6,153,130,122,115,150,101
"6414",1,"[2016-10-07 14:00:00,2016-10-07 14:20:00)",0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5,153,130,122,115,150,101
"6419",1,"[2016-10-07 14:20:00,2016-10-07 14:40:00)",0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5,153,130,122,115,150,101
"6424",1,"[2016-10-07 14:40:00,2016-10-07 15:00:00)",0,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,353,2.5,20.9,98,2.5,154,153,153,197,175,184
"6429",1,"[2016-10-07 15:00:00,2016-10-07 15:20:00)",0,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5,154,153,153,197,175,184
"6434",1,"[2016-10-07 15:20:00,2016-10-07 15:40:00)",0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5,154,153,153,197,175,184
"6439",1,"[2016-10-07 15:40:00,2016-10-07 16:00:00)",0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,353,2.5,20.9,98,2.5,154,153,153,197,175,184
"6444",1,"[2016-10-07 16:00:00,2016-10-07 16:20:00)",0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5,154,153,153,197,175,184
"6449",1,"[2016-10-07 16:20:00,2016-10-07 16:40:00)",0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5,154,153,153,197,175,184
"6454",1,"[2016-10-07 16:40:00,2016-10-07 17:00:00)",0,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,353,2.5,20.9,98,2.5,234,188,190,202,182,159
"6459",1,"[2016-10-07 17:00:00,2016-10-07 17:20:00)",0,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1008.1,1013.1,342,4.1,20.4,97,2,234,188,190,202,182,159
"6464",1,"[2016-10-07 17:20:00,2016-10-07 17:40:00)",0,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1008.1,1013.1,342,4.1,20.4,97,2,234,188,190,202,182,159
"6469",1,"[2016-10-07 17:40:00,2016-10-07 18:00:00)",0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1008.1,1013.1,342,4.1,20.4,97,2,234,188,190,202,182,159
"6474",1,"[2016-10-07 18:00:00,2016-10-07 18:20:00)",0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1008.1,1013.1,342,4.1,20.4,97,2,234,188,190,202,182,159
"6479",1,"[2016-10-07 18:20:00,2016-10-07 18:40:00)",0,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1008.1,1013.1,342,4.1,20.4,97,2,234,188,190,202,182,159
"6484",1,"[2016-10-07 18:40:00,2016-10-07 19:00:00)",0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1008.1,1013.1,342,4.1,20.4,97,2,179,172,118,130,95,98
"6489",1,"[2016-10-07 19:00:00,2016-10-07 19:20:00)",0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1008.1,1013.1,342,4.1,20.4,97,2,179,172,118,130,95,98
"6494",1,"[2016-10-07 19:20:00,2016-10-07 19:40:00)",0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1008.1,1013.1,342,4.1,20.4,97,2,179,172,118,130,95,98
"6499",1,"[2016-10-07 19:40:00,2016-10-07 20:00:00)",0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1008.1,1013.1,342,4.1,20.4,97,2,179,172,118,130,95,98
"6504",1,"[2016-10-07 20:00:00,2016-10-07 20:20:00)",0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1008.2,1013.2,355,4.8,20,97,1.9,179,172,118,130,95,98
"6509",1,"[2016-10-07 20:20:00,2016-10-07 20:40:00)",0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1008.2,1013.2,355,4.8,20,97,1.9,179,172,118,130,95,98
"6514",1,"[2016-10-07 20:40:00,2016-10-07 21:00:00)",0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1008.2,1013.2,355,4.8,20,97,1.9,64,85,105,91,91,70
"6519",1,"[2016-10-07 21:00:00,2016-10-07 21:20:00)",0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1008.2,1013.2,355,4.8,20,97,1.9,64,85,105,91,91,70
"6524",1,"[2016-10-07 21:20:00,2016-10-07 21:40:00)",0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1008.2,1013.2,355,4.8,20,97,1.9,64,85,105,91,91,70
